padron,bajado,terreno,mejoras,ph,total,valuacion
381255,true,39872.55,189929.59,0.0,229802.14,123549.531
381257,true,25398.83,88497.03,0.0,113895.86,61234.33
381259,true,26608.32,255115.4,0.0,281723.72,151464.35
381260,true,28816.82,236798.4,0.0,265615.22,142803.88
381263,true,27991.31,173953.22,0.0,201944.54,108572.34
381264,true,17033.85,254098.45,0.0,271132.31,145770.05
381265,true,30094.97,0.0,0.0,30094.97,16180.09
381266,true,29803.58,0.0,0.0,29803.58,16023.42
381267,true,29803.58,0.0,0.0,29803.58,16023.42
381268,true,29803.58,0.0,0.0,29803.58,16023.42
381269,true,29803.58,0.0,0.0,29803.58,16023.42
381270,true,29803.58,0.0,0.0,29803.58,16023.42
381271,true,29803.58,0.0,0.0,29803.58,16023.42
381272,true,27641.88,183909.96,0.0,211551.84,113737.55
381273,true,27641.88,57739.15,0.0,85381.02,45903.78
381274,true,28571.08,14963.34,0.0,43534.42,23405.6
381275,true,28571.08,0.0,0.0,28571.08,15360.79
381276,true,28571.08,127428.36,0.0,155999.45,83870.66
381277,true,25591.7,86968.18,0.0,112559.88,60516.05
381278,true,25591.7,55290.47,0.0,80882.18,43485.03
381279,true,27791.81,191569.22,0.0,219361.03,117936.05
381280,true,34713.05,55291.73,0.0,90004.78,48389.66
381282,true,31790.42,192938.87,0.0,224729.29,120822.19
381283,true,31790.42,203208.81,0.0,234999.23,126343.66
381284,true,32706.18,104857.39,0.0,137563.56,73958.91
381285,true,42842.67,379583.82,0.0,422426.49,227111.01
381286,true,42111.68,86984.25,0.0,129095.93,69406.39
381287,true,31127.69,198498.45,0.0,229626.14,42218.55
381288,true,32864.21,165600.49,0.0,198464.7,106701.43
381290,true,32023.83,45279.41,0.0,77303.24,41560.8829
381291,true,30574.2,189394.62,0.0,219968.82,118262.8
381292,true,31263.83,145630.72,0.0,176894.55,95104.58
381293,true,31263.83,110583.48,0.0,141847.31,76261.99
381294,true,31263.83,87351.63,0.0,118615.45,63771.75
381295,true,57566.1,216084.67,0.0,273650.77,147124.07
381296,true,31263.83,62925.06,0.0,94188.88,50639.18
381297,true,31263.83,69826.01,0.0,101089.83,54349.37
381298,true,31263.83,29517.44,0.0,60781.27,32678.09
381299,true,31263.83,84598.36,0.0,115862.18,62291.5
381300,true,31263.83,123134.13,0.0,154397.95,83009.64
381301,true,31263.83,56547.09,0.0,87810.92,47210.17
381302,true,31263.83,0.0,0.0,31263.83,16808.51
381303,true,37655.63,129638.2,0.0,167293.82,89942.9
381304,true,56415.04,258657.17,0.0,315072.21,169393.65
381305,true,30143.17,47321.26,0.0,77464.43,41647.53
381306,true,33433.43,20316.08,0.0,53749.5,28897.58
381307,true,33381.91,28252.35,0.0,61634.26,33136.68
381308,true,27081.82,37492.21,0.0,64574.03,34717.21
381309,true,39836.79,34982.79,0.0,74819.58,40225.57
381311,true,42551.01,161406.54,0.0,203957.56,109654.58
381312,true,43544.93,286180.91,0.0,329725.84,177271.94
381313,true,36341.81,182818.41,0.0,219160.22,117828.07
381314,true,32215.29,0.0,0.0,32215.29,17320.05
381316,true,31368.71,0.0,0.0,31368.71,16864.89
381317,true,32800.06,95358.64,0.0,128158.69,68902.5
381318,true,32259.77,129795.04,0.0,162054.81,87126.24
381319,true,34219.34,32513.31,0.0,66732.65,35877.76
381322,true,36027.62,162447.05,0.0,198474.67,106706.8
381323,true,34189.54,161185.89,0.0,195375.43,105040.54
381324,true,26538.27,148775.05,0.0,175313.32,94254.46
381325,true,28863.51,26478.35,0.0,55341.86,29753.68
381326,true,28992.36,45291.67,0.0,74284.03,39937.65
381327,true,28992.36,0.0,0.0,28992.36,15587.29
381328,true,28992.36,50636.16,0.0,79628.52,42811.03
381329,true,28992.36,9733.35,0.0,38725.71,20820.28
381330,true,28992.36,114550.51,0.0,143542.87,77173.59
381332,true,28219.32,0.0,0.0,28219.32,15171.67
381333,true,57597.41,133012.96,0.0,190610.37,102478.68
381334,true,24893.15,26415.31,0.0,51308.46,27585.19
381335,true,22829.56,35663.7,0.0,58493.26,31447.97
381336,true,40387.59,28789.7,0.0,69177.29,37192.08
381337,true,8922.94,18331.35,0.0,27254.29,14652.84
381338,true,30160.85,14664.84,0.0,44825.69,24099.83
381339,true,38493.73,20015.37,0.0,58509.11,31456.51
381340,true,27343.61,0.0,0.0,27343.61,14700.87
381341,true,38850.94,128915.91,0.0,167766.85,90197.23
381343,true,57329.55,83299.16,0.0,140628.71,75606.82
381344,true,28708.25,97096.94,0.0,125805.19,67637.2
381345,true,37188.63,51633.27,0.0,88821.9,47753.69
381346,true,38635.69,116561.62,0.0,155197.32,83439.41
381347,true,67551.16,215423.46,0.0,282974.62,152136.87
381361,true,168497.65,317405.22,0.0,485902.87,219385.87
381370,true,219065.13,58373.96,0.0,277439.09,149160.77
381377,true,149694.13,229628.32,0.0,379322.45,203936.79
381393,true,73030.53,245135.84,0.0,318166.37,171057.18
381394,true,73030.53,0.0,0.0,73030.53,39263.727
381395,true,73030.53,0.0,0.0,73030.53,39263.72
381396,true,73030.53,174355.3,0.0,247385.83,133003.135
381398,true,83633.69,206393.59,0.0,290027.29,155928.63
381399,true,77622.91,160923.19,0.0,238546.1,128250.59
381420,true,4399.96,36909.15,0.0,41309.1,19000.0
381478,true,19763.22,94041.53,0.0,113804.75,26500.0
381481,true,84644.14,164388.0,0.0,249032.14,133888.24
381482,true,88891.56,209566.12,0.0,298457.68,160461.12
381483,true,84129.67,0.0,0.0,84129.67,45231.0
381485,true,121979.57,245650.6,0.0,367630.17,197650.62
381486,true,125005.97,0.0,0.0,125005.97,65580.41
381487,true,163223.75,295510.52,0.0,458734.27,246631.31
381491,true,182338.8,0.0,0.0,182338.8,93430.77
381511,true,203249.38,46555.71,0.0,249805.09,134303.8
381520,true,124723.5,282301.71,0.0,407025.22,218830.74
381521,true,82235.62,295991.79,0.0,378227.41,203348.06
381524,true,127812.69,197268.41,0.0,325081.09,174774.77
381540,true,211437.6,547924.95,0.0,759362.54,408259.43
381542,true,257175.38,379676.71,0.0,636852.08,342393.57
381543,true,261051.19,348235.65,0.0,609286.84,327573.56
381547,true,135684.45,136554.27,0.0,272238.72,127644.65
381548,true,111028.72,266482.6,0.0,377511.31,202963.06
381582,true,0.0,0.0,0.0,0.0,
381666,true,104670.19,75435.73,0.0,180105.92,96831.14
381687,true,134597.4,464754.91,0.0,599352.31,322232.41
381698,true,275784.66,255291.81,0.0,531076.47,285524.982
381699,true,275781.3,824923.46,0.0,1100704.76,591776.74
381700,true,275781.3,309910.3,0.0,585691.59,314887.94
381702,true,313734.72,237021.01,0.0,550755.72,296105.22
381703,true,65534.43,171098.41,0.0,236632.85,127221.94
381704,true,103795.63,896991.19,0.0,1000786.82,538057.42
381737,true,275478.1,340236.08,0.0,615714.18,331029.13
381738,true,360666.88,599954.45,0.0,960621.33,488067.89
381739,true,167778.0,85189.39,0.0,252967.39,136003.98
381745,true,151654.72,44314.21,0.0,195968.94,105359.64
381747,true,74111.48,73232.07,0.0,147343.56,79216.96
381748,true,158655.01,151824.39,0.0,310479.4,166924.41
381749,true,111302.16,0.0,0.0,111302.16,59839.88
381757,true,128946.88,109475.8,0.0,238422.68,128184.22
381793,true,56009.52,0.0,0.0,56009.52,30112.63
381794,true,56025.51,181632.61,0.0,237658.12,127773.18
381795,true,55993.1,138139.66,0.0,194132.76,104372.45
381796,true,82842.82,168060.77,0.0,250903.59,134894.4
381798,true,88812.99,301932.12,0.0,390745.11,136969.85
381800,true,93431.75,565940.1,0.0,659371.85,354500.99
381813,true,358029.07,2371629.62,0.0,2729658.69,1467558.43
381814,true,72841.93,182052.06,0.0,254893.99,137039.77
381815,true,70291.2,113189.58,0.0,183480.78,98645.58
381816,true,74929.71,124969.71,0.0,199899.42,107472.8
381817,true,110177.19,934365.83,0.0,1044543.02,561582.26
381829,true,99969.18,66908.31,0.0,166877.49,89719.07
381830,true,124897.26,9536.09,0.0,134433.35,72275.991899
381831,true,120821.08,290495.82,0.0,411316.91,221138.12
381832,true,121693.67,263629.88,0.0,385323.55,207163.2
381841,true,0.0,0.0,0.0,0.0,
381843,true,153638.79,395751.12,0.0,549389.91,295370.92
381848,true,23781.44,0.0,0.0,23781.44,12785.72
381850,true,0.0,0.0,0.0,0.0,
381852,true,64585.19,312875.71,0.0,377460.9,202935.96
381853,true,69888.84,158430.1,0.0,228318.94,122752.11
381854,true,85532.74,304408.71,0.0,389941.45,209645.94
381889,true,507790.79,142375.94,0.0,650166.73,349551.99
381897,true,15693.87,210220.2,0.0,225914.07,121459.16
381898,true,35226.14,124885.03,0.0,160111.18,86081.27
381900,true,35226.14,384562.91,0.0,419789.05,225693.02
381902,true,35226.14,129554.22,0.0,164780.36,88591.57
381903,true,37093.12,0.0,0.0,37093.12,19942.52
381906,true,43531.97,0.0,0.0,43531.97,23363.3
381907,true,78989.48,0.0,0.0,78989.48,42467.46
381909,true,35226.14,0.0,0.0,35226.14,18938.77
381912,true,43455.74,366906.5,0.0,410362.24,220624.86
381913,true,35226.14,193012.59,0.0,228238.73,122708.99
381914,true,35226.14,0.0,0.0,35226.14,18938.77
381915,true,35226.14,0.0,0.0,35226.14,18938.77
381916,true,35226.14,0.0,0.0,35226.14,18938.77
381917,true,35226.14,308247.54,0.0,343473.68,184663.25
381918,true,50742.93,68989.22,0.0,119732.15,64372.12
381919,true,61076.08,142667.79,0.0,203743.87,109539.7
381920,true,62379.64,128921.41,0.0,191301.05,102850.01
381921,true,16786.16,42099.05,0.0,58885.22,31658.7
381922,true,61352.29,129208.89,0.0,190561.18,102452.23
381924,true,62597.16,169212.48,0.0,231809.64,124628.82
381926,true,51701.34,436893.07,0.0,488594.42,262685.16
381931,true,44032.62,154749.91,0.0,198782.53,106872.32
381933,true,54319.66,529275.71,0.0,583595.37,29204.12
381934,true,54319.68,260573.85,0.0,314893.53,169297.58
381935,true,43758.86,118190.07,0.0,161948.93,87069.31
381938,true,44032.62,125376.56,0.0,169409.18,91080.19
381939,true,44032.62,104708.63,0.0,148741.25,79968.4
381940,true,44032.62,113940.37,0.0,157972.99,84931.71
381941,true,43551.85,274185.04,0.0,317736.89,170826.28
381942,true,45012.0,263572.16,0.0,308584.16,165905.46
381945,true,148224.28,147513.29,0.0,295737.57,158998.68
381947,true,147537.19,233843.98,0.0,381381.16,205043.62
381948,true,126411.35,108714.23,0.0,235125.59,126411.6
381949,true,144960.89,299772.97,0.0,444733.86,239104.23
381950,true,126411.35,229728.89,0.0,356140.25,191473.25
381951,true,143979.39,429618.58,0.0,573597.97,308385.991899
381952,true,148224.28,500773.91,0.0,648998.19,348923.74
381953,true,37810.69,82687.87,0.0,120498.56,64784.15
381958,true,44119.91,70345.24,0.0,114465.14,61540.39
381959,true,38681.16,0.0,0.0,38681.16,20796.31
381960,true,42790.09,128164.11,0.0,170954.2,91910.84
381961,true,47111.18,166098.51,0.0,213209.69,114628.85
381964,true,167422.45,373002.64,0.0,540425.09,290551.127
381970,true,170071.53,188752.31,0.0,358823.84,192916.03
381971,true,209958.14,892558.07,0.0,1102516.21,592750.63
381972,true,207252.94,635856.7,0.0,843109.64,453284.73
381973,true,203553.53,645090.92,0.0,848644.46,456260.45
381975,true,130399.57,509547.21,0.0,639946.78,344057.41
381976,true,87679.98,250165.56,0.0,337845.54,181637.385
381997,true,31648.57,0.0,0.0,31648.57,17015.35
382005,true,497231.64,202322.98,0.0,699554.62,376104.61
382011,true,57497.62,0.0,0.0,57497.62,30912.69
382012,true,33187.89,201695.33,0.0,234883.22,126281.3
382013,true,48880.96,0.0,0.0,48880.96,26280.08
382014,true,48880.96,0.0,0.0,48880.96,26280.08
382015,true,137171.65,307109.74,0.0,444281.39,238860.95
382022,true,7962.78,0.0,0.0,7962.78,23200.0
382027,true,81100.54,442339.56,0.0,523440.1,281419.39
382028,true,73313.85,244641.27,0.0,317955.11,170943.6
382029,true,71509.64,0.0,0.0,71509.64,38446.04
382031,true,57296.16,290869.77,0.0,348165.92,187185.97
382038,true,133214.07,354456.17,0.0,487670.24,262188.29
382040,true,135349.64,361941.78,0.0,497291.43,267360.98
382041,true,1196820.3,0.0,0.0,1196820.3,643451.76
382046,true,90683.08,302167.49,0.0,392850.57,211209.98
382047,true,169037.52,438142.66,0.0,607180.18,326440.95
382048,true,215323.37,540115.42,0.0,755438.79,406149.87
382049,true,353315.01,418000.6,0.0,771315.61,414685.81
382051,true,81617.54,150708.04,0.0,232325.58,124906.23
382053,true,84887.06,583396.21,0.0,668283.27,359292.09
382054,true,80998.19,46126.61,0.0,127124.8,68346.67
382055,true,78437.6,263196.39,0.0,341633.99,117269.99
382056,true,128192.31,112175.05,0.0,240367.36,129229.75
382057,true,129911.96,174549.4,0.0,304461.36,163688.89
382081,true,30949.31,48735.89,0.0,79685.2,42841.5
382125,true,172657.2,743780.6,0.0,916437.8,492708.48
382129,true,85498.1,15532.34,0.0,101030.43,54317.42
382133,true,27254.16,213584.7,0.0,240838.86,129483.26
382134,true,92677.59,275918.23,0.0,368595.82,184535.12
382139,true,0.0,0.0,0.0,0.0,
382142,true,355164.09,0.0,0.0,355164.09,190948.434
382143,true,177582.05,0.0,0.0,177582.05,95474.22
382144,true,163513.75,0.0,0.0,163513.75,87910.62
382145,true,177582.05,133270.01,0.0,310852.06,167124.76
382146,true,0.0,0.0,0.0,0.0,
382147,true,121060.25,18651.32,0.0,139711.57,75113.74
382155,true,315510.91,406295.72,0.0,721806.63,388068.06
382163,true,62361.71,170259.16,0.0,232620.87,125064.97
382169,true,305315.3,320606.7,0.0,625922.0,336517.19
382174,true,49882.55,83009.72,0.0,132892.28,71447.44
382176,true,191421.06,300195.96,0.0,491617.02,264310.21
382182,true,0.0,0.0,0.0,0.0,
382190,true,87933.61,278822.1,0.0,366755.71,197180.48
382191,true,84258.49,152682.25,0.0,236940.73,110393.44
382192,true,70156.96,413874.03,0.0,484030.99,260231.71
382209,true,109967.12,302708.65,0.0,412675.77,221868.69
382212,true,128901.74,238191.09,0.0,367092.82,197361.72
382213,true,128901.74,219003.01,0.0,347904.75,187045.54
382214,true,152317.09,454695.99,0.0,607013.08,326351.12
382218,true,138523.23,265291.68,0.0,403814.91,217104.78
382221,true,144304.53,297436.15,0.0,441740.68,237494.97
382222,true,129919.54,0.0,0.0,129919.54,69849.2
382224,true,133298.82,69570.13,0.0,202868.95,109069.32
382225,true,141984.19,84025.84,0.0,226010.02,121510.75
382226,true,129152.94,324168.42,0.0,453321.35,243721.14
382229,true,128901.74,201262.2,0.0,330163.93,177507.48
382230,true,110986.09,264443.72,0.0,375429.81,201843.98
382231,true,0.0,0.0,0.0,0.0,
382232,true,0.0,0.0,0.0,0.0,
382234,true,162335.62,362571.12,0.0,524906.74,282207.91
382235,true,157428.55,263461.68,0.0,420890.23,213476.47
382242,true,274517.62,215635.41,0.0,490153.03,263523.12
382243,true,174783.84,309658.39,0.0,484442.23,260452.8
382244,true,174857.08,374469.4,0.0,549326.48,295336.81
382245,true,171516.23,210841.12,0.0,382357.35,205568.45
382246,true,112080.04,148582.57,0.0,260662.6,140141.18
382247,true,49690.24,339223.36,0.0,388913.6,209093.33
382251,true,84023.7,168485.77,0.0,252509.47,135757.76
382252,true,205051.59,558343.48,0.0,763395.07,410427.45
382253,true,113290.46,30514.92,0.0,143805.38,77314.72
382260,true,136220.05,213036.15,0.0,349256.2,187772.14
382261,true,124103.06,197274.07,0.0,321377.13,172783.4
382262,true,124103.06,177542.51,0.0,301645.57,162175.04
382263,true,124103.06,289699.54,0.0,413802.6,222474.52
382265,true,128899.63,313215.35,0.0,442114.99,237696.23
382266,true,125142.89,201708.75,0.0,326851.64,175726.68
382267,true,125140.79,337019.93,0.0,462160.71,248473.49
382269,true,151080.08,351943.61,0.0,503023.68,282307.147
382270,true,224105.78,0.0,0.0,224105.78,120486.96
382273,true,258409.37,0.0,0.0,258409.37,138929.76
382274,true,121904.77,0.0,0.0,121904.77,65540.19
382275,true,258396.15,0.0,0.0,258396.15,138922.65
382277,true,0.0,0.0,0.0,0.0,
382281,true,114504.53,270898.56,0.0,385403.09,207205.94
382290,true,125142.89,157055.3,0.0,282198.19,151719.45
382291,true,213972.57,253638.66,0.0,467611.23,251403.87
382293,true,125142.89,186324.37,0.0,311467.26,167455.5
382294,true,144061.71,368718.02,0.0,512779.73,275688.01
382295,true,211346.43,518792.23,0.0,730138.67,392547.6743
382296,true,62551.99,124992.98,0.0,187544.97,100830.62
382300,true,148605.62,155274.24,0.0,303879.86,163376.27
382302,true,84031.68,533461.75,0.0,617493.44,331985.7
382303,true,73523.62,143696.49,0.0,217220.11,116785.0
382304,true,73523.62,268547.59,0.0,342071.21,183909.24
382305,true,73523.62,127765.52,0.0,201289.14,108219.96
382306,true,73523.62,475705.41,0.0,549229.04,295284.42
382307,true,73523.62,275366.02,0.0,348889.65,187575.07
382308,true,94022.2,161525.38,0.0,255547.58,137391.17
382309,true,90389.35,428165.89,0.0,518555.24,278793.1254
382311,true,84746.79,26078.97,0.0,110825.76,59583.74
382312,true,71921.42,10096.61,0.0,82018.03,44095.71
382313,true,12344.26,172143.72,0.0,184487.98,99187.07
382314,true,71879.56,217644.04,0.0,289523.6,155657.85
382315,true,71921.42,155380.66,0.0,227302.07,122205.4
382316,true,119254.97,0.0,0.0,119254.97,64115.56
382317,true,92286.18,147771.01,0.0,240057.19,129063.0
382318,true,86342.63,124079.91,0.0,210422.54,113130.38
382319,true,74769.84,234965.26,0.0,309735.1,166524.25
382320,true,74769.84,180179.3,0.0,254949.14,137069.43
382321,true,74769.84,184676.84,0.0,259446.69,139487.45
382322,true,74769.84,274942.34,0.0,349712.18,188017.3
382323,true,74769.84,253652.85,0.0,328422.69,176571.33
382324,true,74769.84,89445.49,0.0,164215.33,88287.81
382326,true,80619.85,256386.13,0.0,337005.98,181186.0
382327,true,76898.96,275563.63,0.0,352462.59,189496.0
382328,true,86634.74,268916.99,0.0,355551.73,149149.91
382329,true,86634.74,191326.22,0.0,277960.96,137220.35
382330,true,73523.62,510581.19,0.0,584104.81,314034.83
382331,true,73523.62,196560.7,0.0,270084.33,145206.61
382332,true,73523.62,223424.4,0.0,296948.03,159649.47
382333,true,73523.62,260548.57,0.0,334072.19,179608.7
382337,true,59262.02,73596.07,0.0,132858.09,71429.07
382338,true,81597.56,0.0,0.0,81597.56,43869.65
382339,true,69626.88,0.0,0.0,69626.88,37433.79
382340,true,81631.52,257147.35,0.0,338778.87,182139.16
382341,true,81631.52,335168.54,0.0,416800.06,224086.03
382342,true,69557.27,140301.68,0.0,209858.95,112827.38
382343,true,69626.88,270071.35,0.0,339698.23,182633.44
382345,true,69626.88,0.0,0.0,69626.88,37433.79
382346,true,68143.64,209504.38,0.0,277648.02,149273.11
382347,true,65459.09,288598.07,0.0,354057.16,190353.31
382349,true,0.0,0.0,0.0,0.0,
382351,true,62123.97,450151.65,0.0,512275.62,275416.99
382355,true,69236.8,121823.86,0.0,191060.67,102720.78
382356,true,60923.52,381313.74,0.0,442237.26,237761.971899
382357,true,59262.02,259047.09,0.0,318309.11,171133.93
382358,true,62489.3,0.0,0.0,62489.3,33596.38
382359,true,80790.19,421264.72,0.0,502054.91,283498.98
382360,true,15447.96,81283.47,0.0,96731.43,52006.14
382361,true,81631.52,398357.65,0.0,479989.18,258058.68
382362,true,69626.88,305848.38,0.0,375475.27,201868.4
382363,true,69626.88,70183.88,0.0,139810.76,75167.06
382366,true,62681.01,224470.57,0.0,287151.58,154382.57
382368,true,60923.52,288302.28,0.0,349225.81,187755.8
382369,true,0.0,0.0,0.0,0.0,
382371,true,60923.52,244643.3,0.0,305566.83,164283.24
382372,true,71427.6,315357.16,0.0,386784.76,207948.79042
382377,true,67601.33,12157.87,0.0,79759.2,42881.28
382378,true,79256.85,191016.66,0.0,270273.51,145308.33
382379,true,77030.47,158901.63,0.0,235932.1,126845.2
382380,true,57489.65,213511.01,0.0,271000.66,145699.28
382381,true,59077.37,265711.53,0.0,324788.9,174617.67
382383,true,79405.21,256791.97,0.0,336197.18,180751.17
382385,true,81631.52,263767.83,0.0,345399.35,185698.56
382386,true,81631.52,32293.42,0.0,113924.95,61249.96
382387,true,69626.88,197810.09,0.0,267436.97,143783.31
382388,true,69626.88,187522.23,0.0,257149.11,138252.19
382389,true,69626.88,192076.2,0.0,261703.09,140700.56
382391,true,78168.38,263995.27,0.0,342163.65,183958.94
382392,true,69479.51,232811.38,0.0,302290.88,162521.98
382393,true,60923.52,178867.41,0.0,239790.93,128919.85
382394,true,60923.52,245498.42,0.0,306421.95,164742.98
382395,true,71427.6,176748.07,0.0,248175.67,133427.77
382396,true,62123.97,314742.62,0.0,376866.59,202616.44
382397,true,60960.47,674553.89,0.0,735514.36,395437.81
382398,true,71427.6,250125.48,0.0,321553.08,172877.99
382399,true,60760.43,38491.33,0.0,99251.76,53361.16
382402,true,0.0,0.0,0.0,0.0,
382403,true,0.0,0.0,0.0,0.0,
382404,true,71427.6,205576.48,0.0,277004.08,148926.91
382405,true,71427.6,25646.28,0.0,97073.89,52190.25
382406,true,71427.6,254278.87,0.0,325706.47,175111.0
382407,true,71427.6,251482.22,0.0,322909.82,173607.42
382410,true,69479.51,264547.52,0.0,334027.02,179584.43
382411,true,70999.05,266945.46,0.0,337944.51,181690.58
382412,true,70285.98,264675.45,0.0,334961.44,172677.8
382413,true,71427.6,428632.59,0.0,500060.19,268849.56
382414,true,60923.52,88564.28,0.0,149487.8,80369.78
382415,true,60923.52,299654.98,0.0,360578.5,193859.4
382416,true,71427.6,33275.51,0.0,104703.12,56291.98
382417,true,71427.6,232141.86,0.0,303569.46,163209.37
382418,true,71427.6,313019.04,0.0,384446.64,206691.73
382419,true,71526.77,305022.49,0.0,376549.26,202445.83
382420,true,71427.6,276918.62,0.0,348346.22,187282.9
382425,true,60923.52,123345.69,0.0,184269.22,99069.46
382426,true,71127.45,402887.07,0.0,474014.52,254846.52
382427,true,71427.6,205305.94,0.0,276733.54,148781.46
382428,true,59262.02,0.0,0.0,59262.02,31861.3
382431,true,71427.6,218656.58,0.0,290084.18,155959.22
382432,true,71221.99,0.0,0.0,71221.99,32754.58
382433,true,60923.52,342428.32,0.0,403351.84,216855.82
382434,true,71427.6,202690.54,0.0,274118.15,147375.34
382435,true,71427.6,260129.19,0.0,331556.8,178256.33
382436,true,71427.6,391823.24,0.0,463250.85,249059.59
382437,true,59215.85,190414.01,0.0,249629.85,134209.59
382438,true,59446.62,321382.1,0.0,380828.72,204746.61
382439,true,71427.6,484182.18,0.0,555609.78,298714.92
382440,true,60923.52,455651.73,0.0,516575.26,277728.63
382441,true,71427.6,67972.85,0.0,139400.45,74946.47
382442,true,60923.52,12734.72,0.0,73658.25,39601.202
382443,true,62123.97,452471.9,0.0,514595.87,276664.44
382445,true,59262.02,250641.17,0.0,309903.19,166614.62
382446,true,69479.51,159698.32,0.0,229177.82,123213.871
382448,true,71427.6,198074.74,0.0,269502.34,144893.72
382449,true,71427.6,205924.01,0.0,277351.61,149113.75
382451,true,68504.58,233712.22,0.0,302216.8,162482.14
382452,true,71300.16,248406.98,0.0,319707.14,171885.55
382455,true,61074.28,87675.19,0.0,148749.47,79972.82
382456,true,61074.28,41673.65,0.0,102747.93,55240.81
382457,true,61074.28,330602.29,0.0,391676.57,210578.79
382458,true,61074.28,50278.69,0.0,111352.97,59867.19
382463,true,62816.96,209734.81,0.0,272551.77,146533.2
382464,true,60533.13,259221.27,0.0,319754.4,171910.96
382465,true,71808.03,270531.83,0.0,342339.87,184053.68
382466,true,59484.48,214817.76,0.0,274302.23,147474.32
382471,true,144289.28,471442.56,0.0,615731.84,331038.62
382473,true,57248.09,90728.85,0.0,147976.94,79557.48
382474,true,57248.09,438670.62,0.0,495918.71,266622.96
382475,true,67350.68,0.0,0.0,67350.68,36210.04
382476,true,67350.68,11521.68,0.0,78872.35,42404.49
382477,true,66952.61,373283.76,0.0,440236.37,236686.22
382478,true,65763.62,0.0,0.0,65763.62,35356.78
382481,true,95071.23,404991.19,0.0,500062.42,268850.74
382482,true,68697.69,8257.63,0.0,76955.31,41373.83
382483,true,70360.38,321083.1,0.0,391443.48,210453.48
382484,true,107761.1,90520.98,0.0,198282.08,106603.26
382485,true,107761.06,26830.24,0.0,134591.3,54293.44
382486,true,107761.06,388873.3,0.0,496634.36,253937.58
382487,true,68697.69,379165.77,0.0,447863.46,240786.7979
382488,true,107761.11,110651.77,0.0,218412.88,117426.27
382489,true,107761.11,326107.0,0.0,433868.11,233262.42
382490,true,190165.91,362202.21,0.0,552368.13,296972.1
382491,true,78109.61,183417.16,0.0,261526.77,140605.77
382494,true,85372.56,382052.31,0.0,467424.87,251303.7
382495,true,93963.54,240333.92,0.0,334297.47,179729.82
382497,true,93605.58,380287.31,0.0,473892.89,254781.12
382498,true,93963.54,412642.55,0.0,506606.09,272368.86
382499,true,85372.56,100965.89,0.0,186338.45,100181.96
382500,true,103217.1,310154.41,0.0,413371.51,222242.74
382501,true,92828.61,329423.65,0.0,422252.25,227017.33
382502,true,113830.12,205720.94,0.0,319551.06,171801.63
382507,true,124081.23,0.0,0.0,124081.23,61198.987
382508,true,113830.12,402132.1,0.0,515962.22,277399.028
382510,true,122926.65,348428.4,0.0,471355.05,253416.68
382511,true,114692.17,224956.61,0.0,339648.78,182606.87
382512,true,113830.12,314867.28,0.0,428697.39,230482.45
382515,true,159329.46,0.0,0.0,159329.46,85660.99
382517,true,113830.12,222598.57,0.0,336428.68,180875.62
382518,true,113830.12,38719.0,0.0,152549.11,82015.63
382519,true,145784.32,294707.03,0.0,440491.36,236823.3
382521,true,125284.81,194368.43,0.0,319653.24,171856.56
382522,true,113830.12,318301.17,0.0,432131.29,232328.64
382532,true,114262.26,310401.35,0.0,424663.61,228313.758
382533,true,94014.46,299193.49,0.0,393207.95,211402.12
382534,true,94014.46,225606.59,0.0,319621.04,171839.27
382535,true,94014.46,363392.56,0.0,457407.01,245917.74
382536,true,115776.56,323044.71,0.0,438821.26,235925.4
382538,true,108092.07,102107.42,0.0,210199.49,113010.48
382539,true,94014.46,242083.18,0.0,336097.64,180697.65
382540,true,163816.0,308611.94,0.0,472427.94,253993.51
382542,true,94014.46,284896.32,0.0,378910.78,203715.47
382545,true,89925.64,441.75,0.0,90367.39,48584.6
382552,true,542330.89,208232.02,0.0,750562.91,403528.44
382553,true,153551.61,853156.48,0.0,1006708.08,541240.88
382555,true,69818.12,279873.76,0.0,349691.88,188006.39
382556,true,98128.81,637269.33,0.0,735398.14,395375.33
382574,true,95809.67,152317.23,0.0,248126.9,133401.56
382581,true,55016.71,0.0,0.0,55016.71,29578.87
382582,true,68143.21,371858.08,0.0,440001.29,236559.83
382585,true,179916.34,0.0,0.0,179916.34,96729.21
382595,true,53582.34,149149.83,0.0,202732.16,108995.77
382596,true,59482.13,76974.26,0.0,136456.38,73363.65
382597,true,108721.98,18000.41,0.0,126722.38,68130.31
382636,true,12132.21,93775.45,0.0,105907.66,66800.0
382644,true,77755.5,233486.26,0.0,311241.76,167334.28
382647,true,77755.5,222926.52,0.0,300682.02,161656.98
382648,true,77755.5,115247.99,0.0,193003.49,103765.32
382650,true,111080.46,0.0,0.0,111080.46,59720.67
382654,true,87118.2,243340.43,0.0,330458.63,177665.93
382655,true,85495.5,119227.74,0.0,204723.24,110066.24
382656,true,82576.11,164963.46,0.0,247539.56,133085.77
382659,true,245342.84,484507.19,0.0,729850.02,392392.48
382661,true,141993.38,402999.54,0.0,544992.92,293006.93
382662,true,0.0,0.0,0.0,0.0,
382663,true,69923.06,65089.0,0.0,135012.06,72587.13
382664,true,95934.46,0.0,0.0,95934.46,51577.67
382665,true,100363.1,175781.29,0.0,276144.39,136749.04
382666,true,96015.27,0.0,0.0,96015.27,51621.1
